group, marker_id, image0, image1, dx, dy, d
img3, 4, img3_0.png, img3_1.png, -0.39976837751988903, 0.0, 0.39976837751988903
img3, 5, img3_0.png, img3_1.png, -0.8163496515049183, 0.0, 0.8163496515049183
img3, 6, img3_0.png, img3_1.png, -1.6164518858191599, 0.0, 1.6164518858191599
img3, 7, img3_0.png, img3_1.png, -3.2676991103501103, 0.0, 3.2676991103501103
img4, 0, img4_0.png, img4_1.png, 0.0, 0.0, 0.0
img4, 1, img4_0.png, img4_1.png, -0.05190997251382867, 0.0, 0.05190997251382867
img4, 2, img4_0.png, img4_1.png, -0.10381994502765735, 0.0, 0.10381994502765735
img4, 3, img4_0.png, img4_1.png, -0.2076453907450533, 0.0, 0.2076453907450533
img4, 4, img4_0.png, img4_1.png, -0.41557014125322267, 0.0, 0.41557014125322267
img4, 5, img4_0.png, img4_1.png, -0.8138464344606899, 0.0, 0.8138464344606899
img4, 6, img4_0.png, img4_1.png, -1.626512472099965, 0.0, 1.626512472099965
img4, 7, img4_0.png, img4_1.png, -3.235721620028654, 0.0, 3.235721620028654
img5, 0, img5_0.png, img5_1.png, 0.0, 0.0, 0.0
img5, 1, img5_0.png, img5_1.png, -0.052170834930251986, 0.0, 0.052170834930251986
img5, 2, img5_0.png, img5_1.png, -0.10437972641696835, 0.0, 0.10437972641696835
img5, 3, img5_0.png, img5_1.png, -0.20893610049637132, 0.0, 0.20893610049637132
img5, 4, img5_0.png, img5_1.png, -0.4175189056678734, 0.0, 0.4175189056678734
img5, 5, img5_0.png, img5_1.png, -0.8183330602774543, 0.0, 0.8183330602774543
img5, 6, img5_0.png, img5_1.png, -1.6352823805325043, 0.0, 1.6352823805325043
img5, 7, img5_0.png, img5_1.png, -3.253168139995514, 0.0, 3.253168139995514
img6, 0, img6_0.png, img6_1.png, 0.0, 0.0, 0.0
img6, 1, img6_0.png, img6_1.png, -0.05217099644140705, 0.0, 0.05217099644140705
img6, 2, img6_0.png, img6_1.png, -0.10443708523670647, 0.0, 0.10443708523670647
img6, 3, img6_0.png, img6_1.png, -0.2088755758850955, 0.017406297990424625, 0.2095995835183404
img6, 4, img6_0.png, img6_1.png, -0.41813585140405307, 0.0, 0.41813585140405307
img6, 5, img6_0.png, img6_1.png, -0.8188493756662706, 0.0, 0.8188493756662706
img6, 6, img6_0.png, img6_1.png, -1.6361810020417347, 0.0, 1.6361810020417347
img6, 7, img6_0.png, img6_1.png, -3.2579751755232467, 0.0, 3.2579751755232467
img7, 0, img7_0.png, img7_1.png, 0.0, 0.0, 0.0
img7, 1, img7_0.png, img7_1.png, -0.03480650380682858, 0.0, 0.03480650380682858
img7, 2, img7_0.png, img7_1.png, -0.08721433145527027, 0.0, 0.08721433145527027
img7, 3, img7_0.png, img7_1.png, -0.20917370969356397, 0.0, 0.20917370969356397
img7, 4, img7_0.png, img7_1.png, -0.40062086708766553, 0.0, 0.40062086708766553
img7, 5, img7_0.png, img7_1.png, -0.8192368947112156, 0.0, 0.8192368947112156
img7, 6, img7_0.png, img7_1.png, -1.6210962501251207, 0.0, 1.6210962501251207
img7, 7, img7_0.png, img7_1.png, -3.261815996427108, 0.0, 3.261815996427108
